Green Chemistry,"FP:(FP:(EN_ALLTXT:""<GREEN CHEMISTRY>"" AND DP: 2019 AND PA:(""Univ*"" OR College)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Número,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,A61P,C07K,G01N,C12Q,C12P,C07D,A23L,C12R,A61L,C07C,C07H,A01N,A01K,A61B,B01L,A01H,C12M,C07F,B01J,A61Q,B82Y,G16B,C40B,G06F,A23K,A61M,C08G,C08L,C09K,A61N,C08B,C02F,B01D,A61F,C08J,G16H,A23C,C01B,C08F,C09D,A01P,A23J,C09B,C07J,C08K,C07B,A23B,A23F, 
Número,4.044,3.087,2.158,1.918,1.774,1.273,681,649,359,309,229,208,173,159,144,133,124,110,104,101,96,86,82,75,70,67,63,63,63,56,55,53,52,50,49,45,44,43,40,36,33,29,23,23,23,21,21,20,19,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,G01N,A61P,C12Q,C12P,C07D,A23L,C12R,C07C,C07H,A61L,A01N,A61B,B01L,C07F,A01K,A61Q,B01J,G06F,C40B,B82Y,A01H,C12M,A23K,C08G,C02F,A61N,C08L,C08B,B01D,A61M,C08J,C08F,C05G,A61F,C09K,C12G,A01P,A23C,C05F,C07B,C11B,B01F,C07J,A01G,C09D,C01B,A23B, 
Número,4.710,3.371,2.226,2.090,2.000,1.488,819,726,369,357,282,264,212,180,139,129,129,116,113,113,111,110,107,105,103,81,77,74,70,68,66,62,59,51,49,45,42,42,36,34,31,31,30,30,29,29,28,28,26,25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,C07K,C12Q,A61P,C12P,C07D,C12R,C07H,C07C,A23L,A61L,A01N,A61B,C12M,G06F,B01J,C07F,B01L,A01H,A01K,B82Y,C08G,C40B,A61Q,A61N,C08B,C08L,C08F,C02F,A61F,A61M,A23K,B01D,C08J,A01P,C09K,C09D,C07J,B01F,C11B,A23F,A62D,C08K,A23B,A23C,A23J,D21C,B29C, 
Número,4439,3156,2080,2044,1478,1270,834,792,327,320,295,293,259,212,134,132,128,126,125,123,122,108,99,84,84,79,71,67,65,63,62,58,58,56,52,46,38,37,36,31,27,27,25,23,23,22,22,22,21,20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,G01N,C12Q,A61P,C07D,C12P,C07H,A01N,C07C,A61L,C12R,A23L,C07F,A61B,C40B,A01H,B82Y,C12M,A01K,G06F,B01L,A61N,B01J,A61Q,C08G,A61M,B01D,C08L,A61F,C02F,C08B,A23K,C08J,C08F,A01P,C09K,C07J,C07B,C11B,B05D,B29C,A23C,C01B,A23F,C09D,H01L,H01M,C09B, 
Número,4654,2981,2080,2018,1517,1355,787,695,339,285,283,223,190,175,134,131,119,115,112,111,106,100,99,96,81,74,71,66,61,51,50,47,46,45,44,43,32,30,29,24,23,22,22,21,21,18,18,18,18,17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,C07K,C12Q,A61P,C07D,C12P,C07H,C07C,A01N,C12R,A61L,A23L,C07F,B82Y,A61B,G06F,C40B,A01K,C12M,A01H,B01L,B01J,A61N,A61Q,C08G,A61M,A61F,C08F,C02F,C08L,A23K,B01D,C08B,C08J,C09K,C11B,C07J,H01J,C09B,C01B,C07B,C09D,A23C,H01L,A01P,A23B,H01M,C12G, 
Número,4048,2512,1909,1716,1428,1204,712,641,364,270,239,199,182,175,144,118,117,117,105,102,97,95,94,85,81,71,68,63,59,49,48,47,46,44,34,29,28,27,26,26,24,21,21,20,19,19,18,16,16,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,C07K,C12Q,A61P,C07D,C12P,C07H,A01N,C07C,C12R,A61L,A23L,C12M,C07F,A01H,B82Y,C40B,A61B,G06F,B01J,A01K,A61Q,A61F,B01L,A61M,C08B,A61N,C08G,A23K,C02F,C08L,C08F,C07J,C08J,B01D,A01P,C09B,C11B,H01L,A23J,C09D,C01B,C09K,D21C,A23C,H01J,B05D,C08H, 
Número,3879,2394,1832,1736,1431,1232,684,640,347,277,267,184,167,161,120,117,115,109,102,100,92,75,73,65,63,62,60,58,51,46,44,42,37,36,35,33,32,30,24,23,23,21,21,20,20,16,15,15,14,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,C07K,A61P,C12Q,C12P,C07D,C07H,A01N,C07C,C12R,A61L,C40B,A23L,C12M,A01H,B82Y,C07F,G06F,A01K,A61B,B01D,A61M,B01J,A61F,A61Q,B01L,C08B,C08G,A61N,C08L,C09K,C02F,C08F,A01P,C08J,C07J,A23K,C10L,C11B,H01M,H01L,C01B,G02B,C07B,C11D,A23J,B05D,A23C, 
Número,3527,2093,1619,1398,1284,1272,592,560,375,259,229,153,151,125,123,118,112,109,87,80,70,70,59,57,57,55,50,50,41,40,37,35,34,32,31,28,26,21,18,18,18,18,17,16,15,14,14,13,13,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,A61P,C07K,C12Q,C12P,C07D,C07H,A01N,C12R,C07C,A61L,A01H,A23L,C40B,C12M,B82Y,A61B,A01K,C07F,A61M,B01J,B01L,G06F,A61F,B01D,C08G,C08B,C08L,A61N,C11B,A23K,H01M,A61Q,C02F,A01P,C08F,C08J,A23J,H01L,B82B,C09B,C07J,C09K,A23C,C01B,C13K,B01F,C07B, 
Número,3088,2031,1470,1325,1318,1168,594,479,398,273,199,163,142,134,126,88,87,86,84,74,73,63,59,59,58,57,55,50,48,40,31,30,28,27,26,26,24,22,22,21,20,19,18,16,16,15,14,14,13,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,A61P,G01N,C07K,C12Q,C12P,C07H,C07D,A01N,C12R,A01H,C07C,C40B,A23L,A61L,C12M,A01K,A61B,C07F,B82Y,C08B,A61F,A61M,G06F,B01J,C08G,B01L,C08L,C08F,A01P,A23K,B01D,A61N,C02F,C09K,H01M,A61Q,B32B,C08J,H01J,C11B,C12S,D06M,B82B,C01B,H01L,A23C,C07J,A23D, 
Número,4057,2868,2125,1811,1725,1612,846,687,558,336,302,222,219,219,184,165,124,123,94,90,89,68,67,67,63,60,60,55,53,50,45,44,44,36,31,31,30,28,24,24,23,22,22,22,21,21,20,19,19,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,A61P,G01N,C12Q,C07K,C12P,C07H,C07D,A01N,C07C,C12R,C40B,A01H,C12M,A23L,A01K,A61L,A61F,C07F,G06F,A61B,B01J,C08B,C08G,A61Q,B01L,A61M,C08L,B01D,A01P,B32B,A23K,C08F,C02F,B05D,C07J,B82B,H01M,A23J,C08J,A61N,C09B,C01B,A23C,H01L,C09D,C09K,B82Y,C12G, 
Número,3843,2528,2088,1781,1712,1585,806,718,543,355,228,211,197,194,146,142,141,125,81,81,76,72,65,61,54,50,47,46,46,43,42,38,36,36,34,30,29,28,28,27,24,23,23,22,21,21,18,18,17,16,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,A61P,C12Q,G01N,C07K,C12P,C07H,C07D,A01N,C40B,C07C,C12R,A01H,A23L,C12M,A61L,A01K,A61B,A61F,G06F,C07F,C08B,C08G,B01D,A61M,B01J,C08L,A01P,A23K,C08F,B82B,C02F,A61N,B01L,A23J,C12S,B05D,A61Q,B32B,C09K,C01B,C07J,C08J,H01L,H01M,B29C,G06G,D06M,B82Y, 
Número,3681,2495,1786,1650,1640,1518,829,710,417,354,241,200,184,181,142,136,122,117,94,71,68,59,54,53,50,46,46,42,38,38,34,33,32,30,27,26,26,24,23,23,23,22,22,22,21,20,17,17,16,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,G01N,A61P,C12Q,C07K,C12P,C07H,C07D,A01N,A01H,C07C,A01K,C40B,C12M,A23L,C12R,A61L,C07F,A61B,A61F,G06F,B01J,C08B,A61Q,B01D,C08G,A61M,A01P,C02F,C07J,B01L,C08L,A23K,C08J,B32B,A23J,B05D,C01B,C08F,D06M,H01L,B82B,A23C,C12S,G06G,H01M,C07B,G06Q,A61N, 
Número,3451,2396,1708,1665,1596,1413,769,686,398,362,198,194,162,162,146,120,114,100,91,81,78,71,62,48,40,40,40,39,36,33,32,31,30,28,27,26,23,22,22,21,21,21,19,18,15,15,15,14,14,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C12Q,G01N,C07K,A61P,C12P,C07H,C07D,A01N,A01H,C07C,A01K,C12M,A23L,A61L,A61B,C40B,C07F,C12R,A61F,G06F,A61M,B01J,C08G,C08B,B01L,C08L,B01D,C08J,C07J,A61N,C08F,A23K,A23J,B05D,H01L,B32B,A01P,A61Q,C09K,B01F,C02F,C09D,A23C,D06M,H01J,B82B,B82Y,C12S, 
Número,3020,2034,1346,1322,1237,1066,739,639,360,311,179,158,141,117,105,96,88,74,73,71,70,64,50,42,40,37,34,34,30,28,25,24,22,21,20,20,20,19,17,17,16,15,15,15,14,14,14,13,13,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C12Q,C07K,G01N,A61P,C07H,C12P,A01N,C07D,A01H,C07C,A01K,C12M,C12R,A61L,A23L,A61B,C40B,G06F,C07F,A61F,B01J,B01L,B01D,A61M,C08B,C08G,C08L,A61N,C08J,A23K,H01L,A23J,B32B,C02F,H01M,A61Q,B01F,C07J,C08F,A01P,C09K,G01J,A21D,A62D,D01F,C08H,C11C,D06M, 
Número,2956,2065,1379,1366,1346,899,781,726,332,317,200,157,143,100,86,85,81,69,68,60,54,50,49,40,39,36,33,33,33,24,24,21,21,20,20,20,19,16,16,15,15,14,12,12,11,11,11,10,10,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,C12Q,G01N,C07H,A61P,C12P,A01N,C07D,A01H,A01K,C07C,C12M,G06F,A23L,A61B,C07F,C40B,A61L,C12R,B01J,A61F,C08G,C08B,B01L,A61M,A23K,B01D,C07B,C08L,H01L,A61Q,A61N,C08J,A23J,B82B,C08F,C01B,H01M,A23C,B05D,C02F,C07J,B32B,C09B,H01J,G06G,A23B,C08K, 
Número,2901,2087,1542,1484,1398,854,682,649,312,291,180,177,144,114,87,77,75,74,73,69,56,52,48,42,41,38,37,30,24,24,23,22,21,19,18,16,16,16,15,15,14,14,13,12,11,11,11,10,9,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,C12Q,G01N,C07H,A61P,C12P,C07D,A01N,A01H,A01K,C07C,A61L,C12M,C07F,A23L,A61B,C12R,B01J,G06F,C40B,A61F,B01L,A61M,A23K,B01D,C08B,C08G,A61Q,A61N,C07J,C02F,C07B,C08L,C08F,H01L,A23J,H01J,A23C,B05D,B32B,C09B,C08J,H01M,B82B,C01B,C11D,G06G,, 
Número,2858,2130,1829,1377,1320,783,732,675,339,273,185,170,161,93,85,80,73,71,66,59,56,52,47,45,41,38,38,37,30,28,27,23,22,21,20,19,19,18,18,17,17,16,14,13,11,10,10,10,10,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,G01N,C12Q,A61P,C12P,C07H,C07D,A01N,A01K,C07C,A01H,A61L,A23L,C12M,B01J,C07F,A61B,C12R,G06F,C40B,A61F,B01L,A61M,C07J,C07B,C08G,B01D,C08B,A61Q,A23C,B05D,A23K,C08F,H01L,A23J,B81B,B82B,C02F,C30B,A23B,C01B,C08J,C08L,G01Q,G02B,G06G,H01J,B32B, 
Número,3443,2712,2278,1668,1665,980,910,833,387,251,200,196,180,145,135,115,101,91,85,79,75,72,68,63,49,40,37,33,28,28,25,24,24,23,23,22,21,18,18,18,17,16,16,15,15,15,15,14,14,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,G01N,C12Q,A61P,C12P,C07H,C07D,A01N,A01H,A01K,C07C,A61L,C07F,C12M,B01J,C12R,C40B,A61F,G06F,A23L,B01L,A61B,C07B,A23K,A61Q,C08G,C07J,B81B,C08F,C08B,A61M,G02B,H01L,C09K,A23J,A61N,C08J,C08L,B01D,B82B,H01J,G11B,B29C,B05D,C01B,B09C,C02F,C30B, 
Número,2974,2436,2174,1476,1372,757,684,681,304,236,207,188,165,130,98,97,72,68,60,57,55,52,51,49,48,43,39,39,32,25,25,23,22,21,21,20,19,19,18,17,16,15,15,14,13,12,12,10,10,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,C12Q,G01N,A61P,C12P,C07H,C07D,A01N,A01K,A01H,C07C,C12R,A61L,C07F,A23L,C12M,B01J,B01L,C40B,A61F,C07J,A61B,A23K,A61Q,C07B,A61M,G06F,C08B,A23J,B01D,C08G,A61N,A23C,C09K,C02F,C08L,H01J,B81B,C11D,C08F,C09B,D06M,D21H,B05D,B09C,C11B,D21C,G06N, 
Número,2720,2415,1924,1294,1255,1056,617,490,295,186,179,176,168,118,91,85,71,59,44,42,42,35,35,34,33,32,30,29,29,26,25,25,25,19,17,17,13,13,13,12,12,11,11,11,11,9,9,9,9,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,G01N,C12Q,A61P,C12P,C07H,C07D,A01K,A01H,A01N,C12R,C07C,A61L,C07F,A23L,C12M,B01J,C40B,A61B,A61Q,C08G,A23K,C07B,A61F,B01L,C07J,A23C,G06F,A23J,A61M,A61N,C11D,C08F,B01D,H01J,B01F,C08B,C09B,C09K,D21C,H01L,C02F,C08J,A21D,B03C,B09C,C08L,C09D, 
Número,2377,2142,1778,1009,1002,835,586,472,273,190,168,166,138,124,101,90,56,56,44,43,35,30,30,29,28,27,27,26,22,21,19,17,17,17,15,14,14,13,12,12,12,12,12,11,11,10,10,10,10,10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, A61K,C12N,C07K,C12Q,G01N,A61P,C12P,C07H,C07D,A01H,A01N,A01K,C12R,C07C,C07F,A61L,B01J,A61F,C12M,C40B,A23L,A61B,B01D,B01L,A61Q,C08B,C07B,A23K,C07J,A23C,A61M,C08G,A23J,B01F,C09K,C11D,G06F,C08F,C02F,C08J,H01J,A61N,D21C,C12S,A21D,B03C,B09C,A23B,A62D,C03C, 
Número,2327,2097,1882,1029,987,649,540,538,205,184,165,131,110,108,82,70,45,40,39,35,33,33,26,25,24,24,23,22,20,15,15,15,14,14,13,12,12,11,10,10,10,9,9,8,7,7,7,6,6,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12N,C12P,C12R,C12G,A23L,C12C,C12J,A61K,G01N,A61P,B01J,C07K,C13K,A01H,A61L,C07C,C12M,A21D,A23C,C07D,C07G,C08H,C10L,C12H,C12Q,D21C,A01N,A61Q,B01D,B02C,B33Y,C01B,C02F,C07F,C08B,C08L,C10G,C11B,C11C,D01D,D01F,D21B,G06F,G06K,G16H, ,,,,,
Número,38,32,20,13,8,8,7,6,6,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12G,C12R,C12C,C13K,A23L,C07K,G01N,B01J,C07D,C08B,C08L,C12J,A23C,C07G,C12M,A01H,A01N,A23G,A23K,A61K,B01D,C07H,C08H,C10B,C12F,C13B,D21C,A01G,A47J,A61L,B02C,B04C,C01B,C07C,C08J,C09B,C09K,C10G,C12H,C12Q,D01D,D01F,D02G,H01M,H05B,d21b, ,,
Número,44,31,20,19,9,6,5,5,5,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,A23L,C12G,C07K,C08B,C12M,A61K,C08H,C12C,C12Q,B09B,C07D,G01N,A23K,A61P,A61Q,C07C,C07G,C07H,C08G,C08L,C12H,D21C,A01H,A01N,A21D,A23B,A61L,B01D,B01J,B03B,B09C,B64D,B64G,C07J,C08F,C08K,C09B,C09D,C10B,C11B,C12J,C13B,C13K,D21B,F25D,G05B, ,
Número,71,37,27,11,11,6,6,6,5,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,A23L,C08H,C12G,D21C,A61K,C07D,C13K,C07K,C07G,C12C,C12M,D06M,A21D,A23K,C12Q,A61P,B01D,B01J,C11B,C12J,G01N,A01H,A01N,A23C,B09B,C01B,C02F,C07C,C07H,C07J,C08B,C08G,C08J,C08L,C09J,C09K,C10B,C10L,C13B,D01F,H01G,H01M, ,,,,,
Número,75,43,25,9,7,7,7,6,6,6,5,4,4,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,C13K,C07K,C12G,B01J,C07H,C12M,D21C,A23K,A23L,C08B,C12J,C12Q,G01N,A01H,A01N,A61K,C02F,C07C,C07D,C08H,C08L,A01B,A61P,B65D,C01G,C08K,C09K,C10L,A01P,A21D,A23J,A61L,B01D,B05D,B09B,B09C,B82Y,C05F,C07F,C07G,C07J,C08F,C08G,C08J,C12C,C12H,D06M, 
Número,57,47,12,9,8,8,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,A23L,C07K,C08H,A01H,C12C,C13K,C08B,C12G,D21C,A23K,C07H,D06M,A21D,C07C,C10L,C12M,D06P,D21B,D21H,A01N,A24B,A61K,A61L,B01F,B01J,B09B,B29C,B65D,C08F,C08L,C10G,C12J,C13B,G05B, ,,,,,,,,,,,,,
Número,72,45,13,8,8,7,6,6,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,C07H,A01H,C08B,C10L,A23L,C07K,B01D,A23K,C08H,C12M,A61K,B09B,C07G,C10G,D21C,A01N,A01P,B01J,C08L,C12G,C13K,D21B,G01N,A01B,A21D,A61L,A61P,B02C,B09C,C01B,C07C,C12S,C13B,D01F,D02G,D06M,D21H,E02B,E02D,G06F,H01M, ,,,,,,
Número,66,47,11,9,8,8,8,6,6,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,A01H,C13K,C07K,C08H,D21C,A61K,C07H,C08B,C12M,A61P,C02F,C07C,C10L,C12G,A23K,A23L,A61L,B09B,C07F,C08J,C08L,C09B,C12J,C12Q,C13B,D21B,G05B,H01M, ,,,,,,,,,,,,,,,,,,,
Número,56,38,15,7,7,5,5,5,4,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Código ICP, C12P,C12N,C12R,C07K,A01H,C10L,A23K,A23L,C02F,C07H,C08B,C12C,C13K,B09B,C07C,C08H,C08L,C12G,C12M,D21C,A01K,A61P,B01J,C12F,C12Q,G01N,H01M,A01N,A23J,A61F,A61K,B01D,C05F,C07F,C07G,C08F,C09K,C10G,C10J,C11B,C11D,C12H,C12J,D06P,D21B, ,,,,,
Número,88,67,31,8,7,7,6,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
